payment_id,order_id,payment_method,payment_date,amount
35499,35499,Bank Transfer,2024-05-29,1325.0
35500,35500,Credit Card,2023-04-20,453.9
35501,35501,Mobile Money,2023-07-25,101.66
35502,35502,Bank Transfer,2024-09-04,495.56
35503,35503,Mobile Money,2022-07-30,685.01
35504,35504,Mobile Money,2023-03-17,23.49
35505,35505,Debit Card,2024-05-26,656.7
35506,35506,PayPal,2023-08-01,1434.46
35507,35507,Bank Transfer,2023-11-18,333.21
35508,35508,Bank Transfer,2024-06-14,114.51
35509,35509,Bank Transfer,2023-02-22,376.34
35510,35510,Credit Card,2023-02-06,74.82
35511,35511,Debit Card,2023-06-24,832.07
35512,35512,PayPal,2022-06-14,415.43
35513,35513,Credit Card,2024-02-03,369.95
35514,35514,PayPal,2024-08-10,870.55
35515,35515,PayPal,2023-04-12,613.97
35516,35516,Mobile Money,2024-04-17,1582.07
35517,35517,PayPal,2023-12-17,147.22
35518,35518,Bank Transfer,2023-12-23,1323.5
35519,35519,Debit Card,2023-06-09,497.72
35520,35520,PayPal,2024-02-07,657.15
35521,35521,Credit Card,2024-01-14,146.03
35522,35522,Bank Transfer,2022-08-08,1643.37
35523,35523,Bank Transfer,2022-12-12,1930.87
35524,35524,PayPal,2024-04-20,820.85
35525,35525,Bank Transfer,2022-10-26,511.47
35526,35526,Mobile Money,2023-02-25,1032.45
35527,35527,Bank Transfer,2023-02-23,1672.79
35528,35528,Bank Transfer,2023-09-05,712.26
35529,35529,Bank Transfer,2022-06-20,233.88
35530,35530,Bank Transfer,2022-07-17,895.19
35531,35531,Mobile Money,2024-08-24,444.77
35532,35532,Debit Card,2023-03-28,1864.81
35533,35533,Debit Card,2024-09-02,1001.93
35534,35534,Mobile Money,2024-07-22,509.19
35535,35535,Credit Card,2024-05-21,574.66
35536,35536,Mobile Money,2023-05-25,1778.6
35537,35537,Credit Card,2023-06-16,62.75
35538,35538,Debit Card,2023-03-04,380.31
35539,35539,Bank Transfer,2022-12-06,1071.3
35540,35540,Bank Transfer,2022-07-30,198.08
35541,35541,Credit Card,2024-05-07,245.79
35542,35542,Credit Card,2024-09-16,290.65
35543,35543,Bank Transfer,2024-02-06,230.44
35544,35544,PayPal,2024-04-15,1009.04
35545,35545,PayPal,2023-07-17,30.56
35546,35546,Bank Transfer,2023-09-05,867.08
35547,35547,PayPal,2024-04-28,468.85
35548,35548,Bank Transfer,2022-09-02,305.23
35549,35549,Credit Card,2024-05-12,429.69
35550,35550,Debit Card,2024-04-09,90.32
35551,35551,PayPal,2023-09-19,84.19
35552,35552,Credit Card,2023-09-07,1222.24
35553,35553,Mobile Money,2022-09-16,711.92
35554,35554,Debit Card,2024-03-13,1605.04
35555,35555,Debit Card,2022-10-15,135.38
35556,35556,Mobile Money,2022-11-23,130.85
35557,35557,PayPal,2023-09-08,648.96
35558,35558,Debit Card,2024-08-05,1282.01
35559,35559,Mobile Money,2022-11-18,218.16
35560,35560,Credit Card,2022-12-21,774.0
35561,35561,PayPal,2023-01-25,156.79
35562,35562,Debit Card,2024-09-01,1022.21
35563,35563,PayPal,2023-11-15,141.53
35564,35564,Credit Card,2023-06-29,872.77
35565,35565,Debit Card,2023-04-17,1612.61
35566,35566,PayPal,2024-01-10,326.54
35567,35567,Bank Transfer,2024-08-26,812.33
35568,35568,Credit Card,2024-01-13,482.03
35569,35569,PayPal,2022-06-28,1777.25
35570,35570,Debit Card,2022-12-21,1096.74
35571,35571,Mobile Money,2024-08-11,86.97
35572,35572,Debit Card,2022-10-24,804.99
35573,35573,Debit Card,2022-06-28,155.72
35574,35574,Bank Transfer,2024-06-26,2644.64
35575,35575,PayPal,2024-08-04,1647.87
35576,35576,Credit Card,2023-06-21,226.1
35577,35577,Credit Card,2022-12-06,219.47
35578,35578,Mobile Money,2024-03-10,1643.52
35579,35579,PayPal,2023-06-11,1549.29
35580,35580,Bank Transfer,2023-08-23,368.36
35581,35581,PayPal,2024-02-11,87.3
35582,35582,Mobile Money,2024-08-07,1210.45
35583,35583,Credit Card,2022-11-30,219.78
35584,35584,Credit Card,2023-10-19,428.55
35585,35585,Debit Card,2023-02-16,67.43
35586,35586,Credit Card,2022-09-08,1503.04
35587,35587,Credit Card,2024-05-01,193.39
35588,35588,Debit Card,2022-10-26,240.92
35589,35589,Mobile Money,2023-10-22,1308.1
35590,35590,Bank Transfer,2022-07-03,375.74
35591,35591,Bank Transfer,2022-08-24,1062.41
35592,35592,Credit Card,2022-10-25,373.23
35593,35593,Mobile Money,2023-05-17,103.99
35594,35594,Mobile Money,2024-03-23,566.26
35595,35595,Bank Transfer,2022-11-11,280.3
35596,35596,Credit Card,2022-08-21,875.92
35597,35597,Debit Card,2022-08-20,1195.09
35598,35598,PayPal,2022-08-10,205.93
35599,35599,Mobile Money,2023-06-02,1284.99
35600,35600,PayPal,2023-05-23,1052.27
35601,35601,Debit Card,2023-04-10,1599.84
35602,35602,Debit Card,2023-05-08,1095.11
35603,35603,Credit Card,2024-01-27,465.35
35604,35604,PayPal,2023-03-25,413.23
35605,35605,Credit Card,2024-04-11,405.98
35606,35606,Mobile Money,2022-12-19,785.8
35607,35607,Debit Card,2022-06-20,1855.36
35608,35608,Bank Transfer,2024-08-23,1088.5
35609,35609,PayPal,2023-07-04,1055.92
35610,35610,Credit Card,2022-10-03,82.81
35611,35611,Credit Card,2022-10-13,19.4
35612,35612,Credit Card,2024-01-16,487.2
35613,35613,Bank Transfer,2022-11-01,520.23
35614,35614,Bank Transfer,2023-06-07,1018.71
35615,35615,Debit Card,2024-02-09,518.98
35616,35616,Bank Transfer,2023-10-18,1254.29
35617,35617,PayPal,2024-05-07,2225.17
35618,35618,PayPal,2024-08-12,863.11
35619,35619,Credit Card,2024-08-17,280.17
35620,35620,PayPal,2024-05-16,1377.64
35621,35621,Credit Card,2022-12-29,461.71
35622,35622,Mobile Money,2024-07-05,5.45
35623,35623,Mobile Money,2023-08-17,875.7
35624,35624,Mobile Money,2022-12-22,107.66
35625,35625,Mobile Money,2022-11-06,70.69
35626,35626,Bank Transfer,2023-11-06,1267.93
35627,35627,PayPal,2023-03-22,1998.68
35628,35628,PayPal,2024-02-26,2329.53
35629,35629,Mobile Money,2022-09-20,153.12
35630,35630,Debit Card,2023-09-05,787.49
35631,35631,Mobile Money,2023-01-04,142.03
35632,35632,Debit Card,2024-01-03,68.68
35633,35633,Debit Card,2023-12-05,96.65
35634,35634,Debit Card,2022-12-22,264.19
35635,35635,Debit Card,2024-07-26,734.83
35636,35636,Debit Card,2023-12-19,912.05
35637,35637,Bank Transfer,2023-12-24,2210.21
35638,35638,Bank Transfer,2023-08-30,1402.63
35639,35639,PayPal,2024-01-28,1041.58
35640,35640,Credit Card,2023-04-30,613.76
35641,35641,Credit Card,2024-09-01,1121.19
35642,35642,Credit Card,2024-03-24,304.03
35643,35643,Credit Card,2022-10-13,1542.72
35644,35644,Debit Card,2024-04-01,1649.16
35645,35645,Mobile Money,2022-07-16,333.31
35646,35646,Debit Card,2022-09-07,151.67
35647,35647,Debit Card,2023-09-23,298.97
35648,35648,Credit Card,2022-08-29,379.63
35649,35649,Credit Card,2022-09-21,240.31
35650,35650,Debit Card,2022-12-27,369.38
35651,35651,Bank Transfer,2023-04-11,180.49
35652,35652,Credit Card,2023-04-07,1410.59
35653,35653,PayPal,2023-09-21,6.46
35654,35654,Credit Card,2023-01-10,291.71
35655,35655,Mobile Money,2024-03-14,992.24
35656,35656,Bank Transfer,2022-12-01,346.64
35657,35657,PayPal,2024-06-28,1010.35
35658,35658,Mobile Money,2023-04-24,2396.57
35659,35659,PayPal,2023-04-30,632.53
35660,35660,Bank Transfer,2022-06-28,1007.4
35661,35661,Credit Card,2023-08-08,149.14
35662,35662,Debit Card,2023-02-04,98.51
35663,35663,Credit Card,2024-02-12,671.3
35664,35664,Credit Card,2024-02-12,383.13
35665,35665,PayPal,2024-05-22,669.36
35666,35666,Bank Transfer,2023-05-29,1568.63
35667,35667,Debit Card,2024-01-14,691.66
35668,35668,Credit Card,2022-10-19,305.94
35669,35669,Credit Card,2024-07-08,364.44
35670,35670,Debit Card,2024-09-10,663.12
35671,35671,Debit Card,2024-06-13,368.0
35672,35672,Credit Card,2024-07-05,711.31
35673,35673,Bank Transfer,2024-05-27,902.2
35674,35674,Bank Transfer,2022-12-26,1957.5
35675,35675,Credit Card,2023-07-29,608.42
35676,35676,Credit Card,2022-08-06,924.93
35677,35677,Credit Card,2023-12-30,1036.58
35678,35678,Bank Transfer,2024-04-18,713.69
35679,35679,Mobile Money,2023-12-14,1453.6
35680,35680,Bank Transfer,2023-07-07,482.75
35681,35681,Bank Transfer,2023-12-21,992.01
35682,35682,PayPal,2023-01-24,188.33
35683,35683,PayPal,2023-11-18,665.86
35684,35684,PayPal,2023-05-28,474.71
35685,35685,PayPal,2022-12-26,37.7
35686,35686,PayPal,2023-09-03,2016.07
35687,35687,PayPal,2022-10-19,567.08
35688,35688,Bank Transfer,2023-02-28,411.34
35689,35689,Bank Transfer,2024-08-10,808.02
35690,35690,Mobile Money,2023-07-12,660.46
35691,35691,Debit Card,2024-03-14,245.16
35692,35692,Mobile Money,2024-05-30,1323.71
35693,35693,Mobile Money,2023-10-01,273.62
35694,35694,Bank Transfer,2024-05-29,27.65
35695,35695,Credit Card,2023-11-08,284.6
35696,35696,Debit Card,2024-08-03,2166.67
35697,35697,Debit Card,2022-09-23,1630.47
35698,35698,Debit Card,2022-10-28,1128.2
35699,35699,Mobile Money,2023-01-23,1680.86
35700,35700,Bank Transfer,2024-03-05,425.5
35701,35701,Bank Transfer,2023-04-21,1487.87
35702,35702,Debit Card,2023-11-01,261.71
35703,35703,Mobile Money,2022-10-28,896.32
35704,35704,PayPal,2024-08-03,212.88
35705,35705,Bank Transfer,2023-04-04,290.06
35706,35706,Credit Card,2023-03-16,504.87
35707,35707,Debit Card,2023-08-25,243.87
35708,35708,Mobile Money,2023-05-29,2615.1
35709,35709,Bank Transfer,2022-08-07,1092.87
35710,35710,Bank Transfer,2023-07-31,1436.16
35711,35711,Mobile Money,2023-08-27,509.35
35712,35712,PayPal,2023-05-30,1849.39
35713,35713,Credit Card,2022-08-31,1505.22
35714,35714,Mobile Money,2023-01-14,1307.48
35715,35715,Debit Card,2022-06-25,2112.01
35716,35716,Debit Card,2024-02-06,22.37
35717,35717,Debit Card,2022-09-28,554.84
35718,35718,Credit Card,2022-06-23,1735.27
35719,35719,Credit Card,2024-08-03,841.36
35720,35720,PayPal,2023-01-24,354.77
35721,35721,Bank Transfer,2022-08-08,830.86
35722,35722,Credit Card,2023-03-25,692.6
35723,35723,Mobile Money,2023-07-15,988.2
35724,35724,Mobile Money,2022-10-12,898.23
35725,35725,Credit Card,2023-04-07,236.42
35726,35726,Mobile Money,2024-04-13,999.61
35727,35727,Mobile Money,2023-07-01,1347.22
35728,35728,Credit Card,2022-06-17,292.33
35729,35729,PayPal,2023-05-06,1888.44
35730,35730,Mobile Money,2022-07-21,590.99
35731,35731,Bank Transfer,2023-05-20,1274.86
35732,35732,Mobile Money,2022-09-14,623.09
35733,35733,Bank Transfer,2023-08-27,312.5
35734,35734,Credit Card,2022-07-05,1604.69
35735,35735,Debit Card,2022-07-15,1294.16
35736,35736,Mobile Money,2024-01-22,1056.53
35737,35737,Bank Transfer,2023-09-14,13.4
35738,35738,Debit Card,2022-10-07,1921.22
35739,35739,Debit Card,2023-06-12,662.04
35740,35740,Mobile Money,2023-06-19,1207.43
35741,35741,Bank Transfer,2023-03-29,373.55
35742,35742,PayPal,2023-10-08,190.53
35743,35743,PayPal,2023-12-25,94.58
35744,35744,Credit Card,2024-08-12,1087.77
35745,35745,Debit Card,2022-11-28,302.56
35746,35746,Credit Card,2023-12-18,1405.21
35747,35747,Credit Card,2022-12-31,1924.64
35748,35748,Credit Card,2023-06-22,602.34
35749,35749,PayPal,2023-01-25,912.67
35750,35750,Bank Transfer,2024-07-13,595.85
35751,35751,Credit Card,2022-07-06,704.08
35752,35752,Mobile Money,2022-08-16,220.93
35753,35753,Mobile Money,2024-05-09,1072.41
35754,35754,Credit Card,2022-09-10,531.62
35755,35755,Mobile Money,2022-12-18,324.26
35756,35756,Bank Transfer,2022-06-15,2027.08
35757,35757,Debit Card,2023-09-18,1683.69
35758,35758,Mobile Money,2024-07-31,201.22
35759,35759,Credit Card,2023-09-08,331.81
35760,35760,Mobile Money,2022-06-18,17.01
35761,35761,Debit Card,2022-10-30,9.92
35762,35762,Mobile Money,2023-05-05,1101.96
35763,35763,PayPal,2023-01-21,26.97
35764,35764,Bank Transfer,2023-04-17,993.76
35765,35765,Bank Transfer,2023-05-10,373.92
35766,35766,Credit Card,2022-11-12,1001.99
35767,35767,PayPal,2024-06-07,704.18
35768,35768,Credit Card,2024-01-13,409.07
35769,35769,Mobile Money,2023-01-18,489.23
35770,35770,Bank Transfer,2024-05-28,660.12
35771,35771,Debit Card,2024-07-13,189.75
35772,35772,Credit Card,2023-07-21,1574.71
35773,35773,Debit Card,2023-07-26,1811.92
35774,35774,Credit Card,2024-07-23,1423.12
35775,35775,Bank Transfer,2024-08-25,677.55
35776,35776,Credit Card,2024-08-09,101.71
35777,35777,Mobile Money,2023-03-17,1763.09
35778,35778,Debit Card,2023-03-05,422.08
35779,35779,Credit Card,2023-12-01,1546.79
35780,35780,Debit Card,2022-08-22,47.05
35781,35781,PayPal,2024-05-28,210.26
35782,35782,Debit Card,2024-05-21,729.12
35783,35783,Mobile Money,2023-04-03,202.49
35784,35784,Debit Card,2022-10-14,2161.44
35785,35785,Mobile Money,2023-03-19,751.99
35786,35786,Debit Card,2023-03-27,1058.13
35787,35787,Bank Transfer,2022-12-06,470.79
35788,35788,Credit Card,2023-08-28,1202.32
35789,35789,Credit Card,2023-11-09,496.65
35790,35790,Debit Card,2024-02-13,46.84
35791,35791,Bank Transfer,2024-08-21,841.29
35792,35792,Bank Transfer,2022-11-14,841.78
35793,35793,Debit Card,2022-09-05,373.32
35794,35794,PayPal,2024-06-04,786.86
35795,35795,Bank Transfer,2024-02-02,1306.5
35796,35796,Mobile Money,2023-07-21,1033.69
35797,35797,Credit Card,2022-09-28,341.42
35798,35798,Credit Card,2024-03-20,2123.75
35799,35799,Credit Card,2023-02-26,982.34
35800,35800,PayPal,2023-08-12,1838.74
35801,35801,PayPal,2022-09-09,600.22
35802,35802,Bank Transfer,2023-09-14,971.42
35803,35803,Bank Transfer,2023-02-03,1526.47
35804,35804,Mobile Money,2023-10-11,171.98
35805,35805,Bank Transfer,2023-01-12,952.75
35806,35806,Mobile Money,2022-06-30,756.47
35807,35807,Credit Card,2022-12-27,732.04
35808,35808,PayPal,2023-08-19,228.68
35809,35809,Bank Transfer,2022-10-03,76.01
35810,35810,Mobile Money,2022-11-01,284.41
35811,35811,Debit Card,2023-02-21,729.5
35812,35812,Debit Card,2023-12-14,882.39
35813,35813,Mobile Money,2023-02-01,1358.77
35814,35814,PayPal,2023-04-20,124.62
35815,35815,PayPal,2023-02-10,269.8
35816,35816,Debit Card,2024-07-05,140.8
35817,35817,Mobile Money,2024-08-25,819.18
35818,35818,Mobile Money,2022-10-29,1017.42
35819,35819,Bank Transfer,2024-06-20,933.99
35820,35820,Mobile Money,2023-01-01,185.79
35821,35821,Bank Transfer,2023-04-28,386.75
35822,35822,Debit Card,2024-05-05,64.4
35823,35823,Credit Card,2024-06-24,235.72
35824,35824,Bank Transfer,2024-08-08,894.32
35825,35825,Credit Card,2023-01-08,773.04
35826,35826,Credit Card,2023-04-16,839.69
35827,35827,Mobile Money,2023-02-21,1039.2
35828,35828,Mobile Money,2024-06-05,865.2
35829,35829,Debit Card,2023-10-25,1879.04
35830,35830,Credit Card,2024-09-16,248.29
35831,35831,Debit Card,2023-07-11,180.99
35832,35832,Debit Card,2022-10-30,933.74
35833,35833,Bank Transfer,2024-01-06,672.85
35834,35834,Credit Card,2023-10-22,403.72
35835,35835,Credit Card,2024-02-25,1571.13
35836,35836,Credit Card,2023-11-25,1018.13
35837,35837,PayPal,2024-04-20,36.96
35838,35838,Bank Transfer,2022-07-20,169.22
35839,35839,PayPal,2022-07-07,1110.64
35840,35840,Bank Transfer,2022-07-20,1631.75
35841,35841,Credit Card,2022-06-16,389.95
35842,35842,Mobile Money,2024-07-26,829.92
35843,35843,Mobile Money,2024-07-04,62.29
35844,35844,Credit Card,2024-06-19,1167.42
35845,35845,PayPal,2024-04-04,248.66
35846,35846,Credit Card,2023-01-04,228.12
35847,35847,Bank Transfer,2022-09-04,1490.73
35848,35848,Credit Card,2024-07-06,129.72
35849,35849,Credit Card,2022-12-04,408.41
35850,35850,Mobile Money,2022-12-09,271.52
35851,35851,PayPal,2022-08-18,338.05
35852,35852,Mobile Money,2024-03-16,386.5
35853,35853,Credit Card,2023-04-12,123.93
35854,35854,Debit Card,2022-10-14,566.3
35855,35855,PayPal,2022-07-27,385.3
35856,35856,Mobile Money,2022-10-29,628.98
35857,35857,Credit Card,2023-03-20,1629.52
35858,35858,Mobile Money,2024-05-14,825.62
35859,35859,Debit Card,2024-06-26,623.12
35860,35860,Mobile Money,2023-09-12,804.7
35861,35861,Debit Card,2023-08-21,296.55
35862,35862,Mobile Money,2022-07-12,59.6
35863,35863,Debit Card,2022-06-09,486.62
35864,35864,Credit Card,2023-10-12,241.73
35865,35865,PayPal,2023-01-02,790.78
35866,35866,Mobile Money,2024-08-28,1480.06
35867,35867,Bank Transfer,2023-03-26,2309.55
35868,35868,PayPal,2024-02-11,893.69
35869,35869,Debit Card,2023-02-10,398.21
35870,35870,Credit Card,2024-02-15,1612.02
35871,35871,Mobile Money,2024-07-08,158.07
35872,35872,Debit Card,2022-07-02,446.83
35873,35873,Mobile Money,2022-07-15,331.24
35874,35874,Bank Transfer,2023-10-11,1084.84
35875,35875,PayPal,2024-07-22,1568.28
35876,35876,Mobile Money,2022-06-29,136.03
35877,35877,Mobile Money,2023-01-02,833.48
35878,35878,Mobile Money,2022-12-01,434.09
35879,35879,Credit Card,2023-03-30,1427.97
35880,35880,Bank Transfer,2023-12-03,367.01
35881,35881,Mobile Money,2023-05-09,977.37
35882,35882,Credit Card,2023-10-01,105.96
35883,35883,Debit Card,2023-03-04,242.53
35884,35884,PayPal,2024-08-08,797.8
35885,35885,PayPal,2024-03-30,1659.7
35886,35886,Mobile Money,2024-07-07,462.79
35887,35887,Debit Card,2024-06-25,1833.12
35888,35888,Mobile Money,2023-09-24,90.95
35889,35889,Mobile Money,2023-12-14,164.98
35890,35890,PayPal,2023-07-25,645.08
35891,35891,Bank Transfer,2023-07-07,282.86
35892,35892,Mobile Money,2023-12-29,404.03
35893,35893,Debit Card,2023-12-10,1946.25
35894,35894,Credit Card,2023-05-24,314.68
35895,35895,Bank Transfer,2023-05-23,267.97
35896,35896,Mobile Money,2022-07-19,1442.23
35897,35897,Credit Card,2023-12-31,277.8
35898,35898,Mobile Money,2024-02-22,976.85
35899,35899,Credit Card,2022-07-30,787.29
35900,35900,Credit Card,2023-02-23,772.73
35901,35901,Mobile Money,2023-03-01,1785.89
35902,35902,Debit Card,2023-12-15,591.16
35903,35903,Credit Card,2022-09-22,53.96
35904,35904,Mobile Money,2023-11-02,1584.7
35905,35905,PayPal,2023-01-26,1441.63
35906,35906,PayPal,2024-05-28,920.11
35907,35907,PayPal,2022-10-18,313.64
35908,35908,Credit Card,2022-10-08,634.0
35909,35909,Credit Card,2023-09-02,380.03
35910,35910,Bank Transfer,2023-06-19,363.39
35911,35911,Debit Card,2023-10-26,2381.99
35912,35912,PayPal,2022-07-18,1504.47
35913,35913,Bank Transfer,2022-07-08,647.01
35914,35914,Mobile Money,2023-02-10,96.9
35915,35915,Mobile Money,2024-04-22,1006.79
35916,35916,Bank Transfer,2023-01-24,59.54
35917,35917,PayPal,2022-07-18,1832.84
35918,35918,Bank Transfer,2024-08-23,769.68
35919,35919,Credit Card,2024-01-02,74.35
35920,35920,Credit Card,2023-09-30,1701.81
35921,35921,Mobile Money,2024-01-02,200.38
35922,35922,Mobile Money,2024-08-20,891.94
35923,35923,PayPal,2024-06-12,1185.81
35924,35924,PayPal,2024-07-26,1091.14
35925,35925,Mobile Money,2023-04-27,905.65
35926,35926,Debit Card,2024-02-20,1983.27
35927,35927,Mobile Money,2023-03-24,2535.21
35928,35928,PayPal,2023-03-15,1265.84
35929,35929,Debit Card,2024-01-10,384.64
35930,35930,Bank Transfer,2023-12-17,238.53
35931,35931,PayPal,2022-11-07,624.31
35932,35932,Credit Card,2024-06-05,1614.86
35933,35933,Credit Card,2023-03-17,75.26
35934,35934,Debit Card,2022-09-11,90.67
35935,35935,Debit Card,2023-07-31,549.1
35936,35936,Bank Transfer,2024-08-27,294.06
35937,35937,Mobile Money,2022-11-02,1833.03
35938,35938,Credit Card,2024-01-01,1099.92
35939,35939,Credit Card,2023-06-03,1216.62
35940,35940,Credit Card,2023-06-25,442.77
35941,35941,Debit Card,2023-02-24,1465.24
35942,35942,Debit Card,2022-07-21,486.63
35943,35943,Credit Card,2023-07-31,486.65
35944,35944,Mobile Money,2022-12-27,948.07
35945,35945,Credit Card,2024-04-05,1336.72
35946,35946,Bank Transfer,2023-05-09,57.53
35947,35947,Debit Card,2023-09-07,214.15
35948,35948,Bank Transfer,2022-11-16,195.59
35949,35949,Credit Card,2023-10-17,407.78
35950,35950,Debit Card,2023-09-02,2505.74
35951,35951,Debit Card,2023-06-26,454.17
35952,35952,Credit Card,2024-05-10,94.4
35953,35953,PayPal,2023-09-14,252.6
35954,35954,Debit Card,2024-03-07,197.74
35955,35955,Credit Card,2023-07-26,165.95
35956,35956,Debit Card,2024-07-14,896.47
35957,35957,Credit Card,2023-11-12,354.63
35958,35958,Debit Card,2024-02-02,193.49
35959,35959,Debit Card,2024-02-05,2581.61
35960,35960,Debit Card,2024-02-21,176.79
35961,35961,Bank Transfer,2023-06-22,367.61
35962,35962,Credit Card,2023-09-08,1641.4
35963,35963,Credit Card,2022-11-22,1972.8
35964,35964,Credit Card,2024-09-13,1833.57
35965,35965,Bank Transfer,2023-08-22,648.6
35966,35966,PayPal,2024-08-16,585.68
35967,35967,PayPal,2023-10-03,344.63
35968,35968,Mobile Money,2023-05-20,279.81
35969,35969,Debit Card,2023-03-02,699.75
35970,35970,Credit Card,2022-10-05,1890.71
35971,35971,PayPal,2022-09-20,396.29
35972,35972,Bank Transfer,2023-10-22,401.56
35973,35973,Credit Card,2022-12-01,1668.14
35974,35974,Bank Transfer,2023-04-12,872.03
35975,35975,Credit Card,2023-06-28,767.56
35976,35976,Bank Transfer,2022-08-27,987.28
35977,35977,Mobile Money,2023-02-04,1639.29
35978,35978,PayPal,2024-06-28,391.96
35979,35979,Credit Card,2022-10-08,1264.56
35980,35980,Debit Card,2024-02-16,90.23
35981,35981,Mobile Money,2024-03-12,1033.41
35982,35982,PayPal,2024-05-11,870.97
35983,35983,Mobile Money,2023-06-29,1164.46
35984,35984,Mobile Money,2022-09-03,444.97
35985,35985,Debit Card,2022-12-07,1502.23
35986,35986,Debit Card,2022-11-29,108.54
35987,35987,PayPal,2023-06-26,773.92
35988,35988,PayPal,2023-03-06,327.31
35989,35989,Bank Transfer,2024-06-10,253.25
35990,35990,Bank Transfer,2022-09-06,756.54
35991,35991,PayPal,2022-08-30,1448.77
35992,35992,Bank Transfer,2024-03-10,417.98
35993,35993,Debit Card,2023-07-30,508.63
35994,35994,Credit Card,2022-09-20,205.3
35995,35995,PayPal,2023-01-11,299.7
35996,35996,Mobile Money,2024-03-07,230.75
35997,35997,PayPal,2023-08-15,680.26
35998,35998,PayPal,2023-09-14,330.1
35999,35999,Mobile Money,2023-09-05,874.06
36000,36000,Credit Card,2022-08-19,1721.79
36001,36001,Debit Card,2024-05-12,1683.68
36002,36002,PayPal,2024-03-16,303.71
36003,36003,Debit Card,2023-01-12,622.97
36004,36004,Mobile Money,2024-05-30,864.32
36005,36005,Debit Card,2023-09-16,21.86
36006,36006,Debit Card,2023-02-20,2244.85
36007,36007,Bank Transfer,2022-10-17,465.21
36008,36008,Mobile Money,2022-06-04,13.17
36009,36009,PayPal,2022-11-12,1722.91
36010,36010,Debit Card,2023-05-25,517.75
36011,36011,Mobile Money,2022-06-23,1807.38
36012,36012,PayPal,2022-10-26,1884.07
36013,36013,Bank Transfer,2024-07-08,87.62
36014,36014,Debit Card,2022-08-01,227.01
36015,36015,PayPal,2024-08-02,255.17
36016,36016,Credit Card,2023-05-29,153.73
36017,36017,Credit Card,2023-08-15,1483.41
36018,36018,PayPal,2022-10-08,893.65
36019,36019,Credit Card,2022-09-11,1106.42
36020,36020,Mobile Money,2022-09-18,1102.56
36021,36021,Debit Card,2024-04-05,861.5
36022,36022,Bank Transfer,2023-07-18,833.45
36023,36023,Mobile Money,2023-12-14,638.19
36024,36024,PayPal,2024-06-27,715.03
36025,36025,Bank Transfer,2023-03-25,1805.72
36026,36026,Credit Card,2024-03-20,966.91
36027,36027,Credit Card,2023-09-04,830.88
36028,36028,Debit Card,2024-04-30,858.08
36029,36029,Debit Card,2023-08-15,400.57
36030,36030,Debit Card,2023-03-09,1557.36
36031,36031,PayPal,2024-07-31,2324.03
36032,36032,Debit Card,2022-07-30,454.25
36033,36033,PayPal,2022-11-16,412.83
36034,36034,PayPal,2023-10-30,1275.06
36035,36035,Mobile Money,2023-04-09,50.13
36036,36036,PayPal,2024-07-03,1638.77
36037,36037,PayPal,2022-12-01,384.54
36038,36038,PayPal,2022-09-19,48.8
36039,36039,Debit Card,2022-08-12,851.9
36040,36040,Debit Card,2023-06-01,588.83
36041,36041,PayPal,2023-08-25,158.67
36042,36042,Debit Card,2024-03-08,903.52
36043,36043,Mobile Money,2024-05-07,280.7
36044,36044,Bank Transfer,2024-03-12,2031.08
36045,36045,Debit Card,2024-01-18,174.59
36046,36046,Mobile Money,2022-08-26,826.68
36047,36047,Bank Transfer,2023-09-13,584.22
36048,36048,Debit Card,2024-03-03,499.26
36049,36049,Bank Transfer,2022-06-26,284.45
36050,36050,Mobile Money,2023-07-13,1975.6
36051,36051,Credit Card,2023-03-16,259.82
36052,36052,Debit Card,2023-06-21,1466.22
36053,36053,PayPal,2022-06-20,381.34
36054,36054,Bank Transfer,2023-12-06,2001.89
36055,36055,PayPal,2024-04-15,58.49
36056,36056,Bank Transfer,2023-04-06,422.89
36057,36057,Credit Card,2022-08-17,139.9
36058,36058,Bank Transfer,2023-07-26,241.1
36059,36059,Bank Transfer,2024-02-22,177.78
36060,36060,Bank Transfer,2023-04-29,2137.15
36061,36061,Credit Card,2023-12-14,761.73
36062,36062,Debit Card,2023-03-04,457.21
36063,36063,Debit Card,2024-03-09,834.12
36064,36064,Credit Card,2024-05-11,174.7
36065,36065,Bank Transfer,2023-08-31,498.6
36066,36066,Debit Card,2022-12-16,264.77
36067,36067,Mobile Money,2023-08-16,495.95
36068,36068,Credit Card,2023-05-09,279.75
36069,36069,Mobile Money,2024-06-24,150.65
36070,36070,Debit Card,2023-03-15,1749.86
36071,36071,Credit Card,2024-08-19,2461.27
36072,36072,Bank Transfer,2024-08-29,321.38
36073,36073,Debit Card,2023-01-26,1014.56
36074,36074,Debit Card,2024-06-28,750.54
36075,36075,Credit Card,2023-03-05,574.47
36076,36076,Credit Card,2022-06-05,521.97
36077,36077,Mobile Money,2023-07-31,709.86
36078,36078,PayPal,2023-07-27,326.59
36079,36079,Bank Transfer,2023-06-07,714.39
36080,36080,Bank Transfer,2023-10-25,761.75
36081,36081,PayPal,2024-07-05,1547.62
36082,36082,Credit Card,2022-09-01,264.65
36083,36083,Mobile Money,2023-10-31,1262.26
36084,36084,Bank Transfer,2024-08-20,286.78
36085,36085,Debit Card,2023-04-14,1053.39
36086,36086,Mobile Money,2024-03-02,335.34
36087,36087,Debit Card,2023-05-16,810.9
